Command: /home/users7/kg867678/527LSP22/Lab10/./simv -l log10.log
Chronologic VCS simulator copyright 1991-2017
Contains Synopsys proprietary information.
Compiler version N-2017.12-SP2-2_Full64; Runtime version N-2017.12-SP2-2_Full64;  May 15 23:27 2022
VCD+ Writer N-2017.12-SP2-2_Full64 Copyright (c) 1991-2017 by Synopsys Inc.
Writing data..................................
Clk = 0, re_wr = 0, rst_n = 0, data =   1,  full = 0, empty = 0, data_out =   x                   0
Clk = 1, re_wr = 1, rst_n = 1, data = 239,  full = 0, empty = 0, data_out =   x               75050
Clk = 0, re_wr = 1, rst_n = 1, data = 239,  full = 0, empty = 0, data_out =   x               75100
Clk = 1, re_wr = 1, rst_n = 1, data = 240,  full = 0, empty = 0, data_out =   x               75150
Clk = 0, re_wr = 1, rst_n = 1, data = 240,  full = 0, empty = 0, data_out =   x               75200
Clk = 1, re_wr = 1, rst_n = 1, data = 241,  full = 0, empty = 0, data_out =   x               75250
Clk = 0, re_wr = 1, rst_n = 1, data = 241,  full = 0, empty = 0, data_out =   x               75300
Clk = 1, re_wr = 1, rst_n = 1, data = 242,  full = 0, empty = 0, data_out =   x               75350
Clk = 0, re_wr = 1, rst_n = 1, data = 242,  full = 0, empty = 0, data_out =   x               75400
Clk = 1, re_wr = 1, rst_n = 1, data = 243,  full = 0, empty = 0, data_out =   x               75450
Clk = 0, re_wr = 1, rst_n = 1, data = 243,  full = 0, empty = 0, data_out =   x               75500
Clk = 1, re_wr = 1, rst_n = 1, data = 244,  full = 0, empty = 0, data_out =   x               75550
Clk = 0, re_wr = 1, rst_n = 1, data = 244,  full = 0, empty = 0, data_out =   x               75600
Clk = 1, re_wr = 1, rst_n = 1, data = 245,  full = 0, empty = 0, data_out =   x               75650
Clk = 0, re_wr = 1, rst_n = 1, data = 245,  full = 0, empty = 0, data_out =   x               75700
Clk = 1, re_wr = 1, rst_n = 1, data = 246,  full = 0, empty = 0, data_out =   x               75750
Clk = 0, re_wr = 1, rst_n = 1, data = 246,  full = 0, empty = 0, data_out =   x               75800
Clk = 1, re_wr = 1, rst_n = 1, data = 247,  full = 0, empty = 0, data_out =   x               75850
Clk = 0, re_wr = 1, rst_n = 1, data = 247,  full = 0, empty = 0, data_out =   x               75900
Clk = 1, re_wr = 1, rst_n = 1, data = 248,  full = 0, empty = 0, data_out =   x               75950
Clk = 0, re_wr = 1, rst_n = 1, data = 248,  full = 0, empty = 0, data_out =   x               76000
Clk = 1, re_wr = 1, rst_n = 1, data = 249,  full = 0, empty = 0, data_out =   x               76050
Clk = 0, re_wr = 1, rst_n = 1, data = 249,  full = 0, empty = 0, data_out =   x               76100
Clk = 1, re_wr = 1, rst_n = 1, data = 250,  full = 0, empty = 0, data_out =   x               76150
Clk = 0, re_wr = 1, rst_n = 1, data = 250,  full = 0, empty = 0, data_out =   x               76200
Clk = 1, re_wr = 1, rst_n = 1, data = 251,  full = 0, empty = 0, data_out =   x               76250
Clk = 0, re_wr = 1, rst_n = 1, data = 251,  full = 0, empty = 0, data_out =   x               76300
Clk = 1, re_wr = 1, rst_n = 1, data = 252,  full = 0, empty = 0, data_out =   x               76350
Clk = 0, re_wr = 1, rst_n = 1, data = 252,  full = 0, empty = 0, data_out =   x               76400
Clk = 1, re_wr = 1, rst_n = 1, data = 253,  full = 0, empty = 0, data_out =   x               76450
Clk = 0, re_wr = 1, rst_n = 1, data = 253,  full = 0, empty = 0, data_out =   x               76500
Clk = 1, re_wr = 1, rst_n = 1, data = 254,  full = 0, empty = 0, data_out =   x               76550
Clk = 0, re_wr = 1, rst_n = 1, data = 254,  full = 0, empty = 0, data_out =   x               76600
Clk = 1, re_wr = 1, rst_n = 1, data = 255,  full = 0, empty = 0, data_out =   x               76650
Clk = 0, re_wr = 1, rst_n = 1, data = 255,  full = 0, empty = 0, data_out =   x               76700
Clk = 1, re_wr = 1, rst_n = 1, data =   0,  full = 0, empty = 0, data_out =   x               76750
Clk = 0, re_wr = 1, rst_n = 1, data =   0,  full = 0, empty = 0, data_out =   x               76800
Clk = 1, re_wr = 1, rst_n = 1, data =   1,  full = 0, empty = 0, data_out =   x               76850
Clk = 0, re_wr = 1, rst_n = 1, data =   1,  full = 0, empty = 0, data_out =   x               76900
Clk = 1, re_wr = 1, rst_n = 1, data =   2,  full = 0, empty = 0, data_out =   x               76950
Clk = 0, re_wr = 1, rst_n = 1, data =   2,  full = 0, empty = 0, data_out =   x               77000
Clk = 1, re_wr = 1, rst_n = 1, data =   3,  full = 0, empty = 0, data_out =   x               77050
Clk = 0, re_wr = 1, rst_n = 1, data =   3,  full = 0, empty = 0, data_out =   x               77100
Clk = 1, re_wr = 1, rst_n = 1, data =   4,  full = 0, empty = 0, data_out =   x               77150
Clk = 0, re_wr = 1, rst_n = 1, data =   4,  full = 0, empty = 0, data_out =   x               77200
Clk = 1, re_wr = 1, rst_n = 1, data =   5,  full = 0, empty = 0, data_out =   x               77250
Clk = 0, re_wr = 1, rst_n = 1, data =   5,  full = 0, empty = 0, data_out =   x               77300
Clk = 1, re_wr = 1, rst_n = 1, data =   6,  full = 0, empty = 0, data_out =   x               77350
Clk = 0, re_wr = 1, rst_n = 1, data =   6,  full = 0, empty = 0, data_out =   x               77400
Clk = 1, re_wr = 1, rst_n = 1, data =   7,  full = 0, empty = 0, data_out =   x               77450
Clk = 0, re_wr = 1, rst_n = 1, data =   7,  full = 0, empty = 0, data_out =   x               77500
Clk = 1, re_wr = 1, rst_n = 1, data =   8,  full = 0, empty = 0, data_out =   x               77550
Clk = 0, re_wr = 1, rst_n = 1, data =   8,  full = 0, empty = 0, data_out =   x               77600
Clk = 1, re_wr = 1, rst_n = 1, data =   9,  full = 0, empty = 0, data_out =   x               77650
Clk = 0, re_wr = 1, rst_n = 1, data =   9,  full = 0, empty = 0, data_out =   x               77700
Clk = 1, re_wr = 1, rst_n = 1, data =  10,  full = 0, empty = 0, data_out =   x               77750
Clk = 0, re_wr = 1, rst_n = 1, data =  10,  full = 0, empty = 0, data_out =   x               77800
Clk = 1, re_wr = 1, rst_n = 1, data =  11,  full = 0, empty = 0, data_out =   x               77850
Clk = 0, re_wr = 1, rst_n = 1, data =  11,  full = 0, empty = 0, data_out =   x               77900
Clk = 1, re_wr = 1, rst_n = 1, data =  12,  full = 0, empty = 0, data_out =   x               77950
Clk = 0, re_wr = 1, rst_n = 1, data =  12,  full = 0, empty = 0, data_out =   x               78000
Clk = 1, re_wr = 1, rst_n = 1, data =  13,  full = 0, empty = 0, data_out =   x               78050
Clk = 0, re_wr = 1, rst_n = 1, data =  13,  full = 0, empty = 0, data_out =   x               78100
Clk = 1, re_wr = 1, rst_n = 1, data =  14,  full = 0, empty = 0, data_out =   x               78150
Clk = 0, re_wr = 1, rst_n = 1, data =  14,  full = 0, empty = 0, data_out =   x               78200
Clk = 1, re_wr = 1, rst_n = 1, data =  15,  full = 0, empty = 0, data_out =   x               78250
Clk = 0, re_wr = 1, rst_n = 1, data =  15,  full = 0, empty = 0, data_out =   x               78300
Clk = 1, re_wr = 1, rst_n = 1, data =  16,  full = 0, empty = 0, data_out =   x               78350
Clk = 0, re_wr = 1, rst_n = 1, data =  16,  full = 0, empty = 0, data_out =   x               78400
Clk = 1, re_wr = 1, rst_n = 1, data =  17,  full = 0, empty = 0, data_out =   x               78450
Clk = 0, re_wr = 1, rst_n = 1, data =  17,  full = 0, empty = 0, data_out =   x               78500
Clk = 1, re_wr = 1, rst_n = 1, data =  18,  full = 0, empty = 0, data_out =   x               78550
Clk = 0, re_wr = 1, rst_n = 1, data =  18,  full = 0, empty = 0, data_out =   x               78600
Clk = 1, re_wr = 1, rst_n = 1, data =  19,  full = 0, empty = 0, data_out =   x               78650
Clk = 0, re_wr = 1, rst_n = 1, data =  19,  full = 0, empty = 0, data_out =   x               78700
Clk = 1, re_wr = 1, rst_n = 1, data =  20,  full = 0, empty = 0, data_out =   x               78750
Clk = 0, re_wr = 1, rst_n = 1, data =  20,  full = 0, empty = 0, data_out =   x               78800
Clk = 1, re_wr = 1, rst_n = 1, data =  21,  full = 0, empty = 0, data_out =   x               78850
Clk = 0, re_wr = 1, rst_n = 1, data =  21,  full = 0, empty = 0, data_out =   x               78900
Clk = 1, re_wr = 1, rst_n = 1, data =  22,  full = 0, empty = 0, data_out =   x               78950
Clk = 0, re_wr = 1, rst_n = 1, data =  22,  full = 0, empty = 0, data_out =   x               79000
Clk = 1, re_wr = 1, rst_n = 1, data =  23,  full = 0, empty = 0, data_out =   x               79050
Clk = 0, re_wr = 1, rst_n = 1, data =  23,  full = 0, empty = 0, data_out =   x               79100
Clk = 1, re_wr = 1, rst_n = 1, data =  24,  full = 0, empty = 0, data_out =   x               79150
Clk = 0, re_wr = 1, rst_n = 1, data =  24,  full = 0, empty = 0, data_out =   x               79200
Clk = 1, re_wr = 1, rst_n = 1, data =  25,  full = 0, empty = 0, data_out =   x               79250
Clk = 0, re_wr = 1, rst_n = 1, data =  25,  full = 0, empty = 0, data_out =   x               79300
Clk = 1, re_wr = 1, rst_n = 1, data =  26,  full = 0, empty = 0, data_out =   x               79350
Clk = 0, re_wr = 1, rst_n = 1, data =  26,  full = 0, empty = 0, data_out =   x               79400
Clk = 1, re_wr = 1, rst_n = 1, data =  27,  full = 0, empty = 0, data_out =   x               79450
Clk = 0, re_wr = 1, rst_n = 1, data =  27,  full = 0, empty = 0, data_out =   x               79500
Clk = 1, re_wr = 1, rst_n = 1, data =  28,  full = 0, empty = 0, data_out =   x               79550
Clk = 0, re_wr = 1, rst_n = 1, data =  28,  full = 0, empty = 0, data_out =   x               79600
Clk = 1, re_wr = 1, rst_n = 1, data =  29,  full = 0, empty = 0, data_out =   x               79650
Clk = 0, re_wr = 1, rst_n = 1, data =  29,  full = 0, empty = 0, data_out =   x               79700
Clk = 1, re_wr = 1, rst_n = 1, data =  30,  full = 0, empty = 0, data_out =   x               79750
Clk = 0, re_wr = 1, rst_n = 1, data =  30,  full = 0, empty = 0, data_out =   x               79800
Clk = 1, re_wr = 1, rst_n = 1, data =  31,  full = 0, empty = 0, data_out =   x               79850
Clk = 0, re_wr = 1, rst_n = 1, data =  31,  full = 0, empty = 0, data_out =   x               79900
Clk = 1, re_wr = 1, rst_n = 1, data =  32,  full = 0, empty = 0, data_out =   x               79950
Clk = 0, re_wr = 1, rst_n = 1, data =  32,  full = 0, empty = 0, data_out =   x               80000
Clk = 1, re_wr = 1, rst_n = 1, data =  33,  full = 0, empty = 0, data_out =   x               80050
Clk = 0, re_wr = 1, rst_n = 1, data =  33,  full = 0, empty = 0, data_out =   x               80100
Clk = 1, re_wr = 1, rst_n = 1, data =  34,  full = 0, empty = 0, data_out =   x               80150
Clk = 0, re_wr = 1, rst_n = 1, data =  34,  full = 0, empty = 0, data_out =   x               80200
Clk = 1, re_wr = 1, rst_n = 1, data =  35,  full = 0, empty = 0, data_out =   x               80250
Clk = 0, re_wr = 1, rst_n = 1, data =  35,  full = 0, empty = 0, data_out =   x               80300
Clk = 1, re_wr = 1, rst_n = 1, data =  36,  full = 0, empty = 0, data_out =   x               80350
Clk = 0, re_wr = 1, rst_n = 1, data =  36,  full = 0, empty = 0, data_out =   x               80400
Clk = 1, re_wr = 1, rst_n = 1, data =  37,  full = 0, empty = 0, data_out =   x               80450
Clk = 0, re_wr = 1, rst_n = 1, data =  37,  full = 0, empty = 0, data_out =   x               80500
Clk = 1, re_wr = 1, rst_n = 1, data =  38,  full = 0, empty = 0, data_out =   x               80550
Clk = 0, re_wr = 1, rst_n = 1, data =  38,  full = 0, empty = 0, data_out =   x               80600
Clk = 1, re_wr = 1, rst_n = 1, data =  39,  full = 0, empty = 0, data_out =   x               80650
Clk = 0, re_wr = 1, rst_n = 1, data =  39,  full = 0, empty = 0, data_out =   x               80700
Clk = 1, re_wr = 1, rst_n = 1, data =  40,  full = 0, empty = 0, data_out =   x               80750
Clk = 0, re_wr = 1, rst_n = 1, data =  40,  full = 0, empty = 0, data_out =   x               80800
Clk = 1, re_wr = 1, rst_n = 1, data =  41,  full = 0, empty = 0, data_out =   x               80850
Clk = 0, re_wr = 1, rst_n = 1, data =  41,  full = 0, empty = 0, data_out =   x               80900
Clk = 1, re_wr = 1, rst_n = 1, data =  42,  full = 0, empty = 0, data_out =   x               80950
Clk = 0, re_wr = 1, rst_n = 1, data =  42,  full = 0, empty = 0, data_out =   x               81000
Clk = 1, re_wr = 1, rst_n = 1, data =  43,  full = 0, empty = 0, data_out =   x               81050
Clk = 0, re_wr = 1, rst_n = 1, data =  43,  full = 0, empty = 0, data_out =   x               81100
Clk = 1, re_wr = 1, rst_n = 1, data =  44,  full = 0, empty = 0, data_out =   x               81150
Clk = 0, re_wr = 1, rst_n = 1, data =  44,  full = 0, empty = 0, data_out =   x               81200
Clk = 1, re_wr = 1, rst_n = 1, data =  45,  full = 0, empty = 0, data_out =   x               81250
Clk = 0, re_wr = 1, rst_n = 1, data =  45,  full = 0, empty = 0, data_out =   x               81300
Clk = 1, re_wr = 1, rst_n = 1, data =  46,  full = 0, empty = 0, data_out =   x               81350
Clk = 0, re_wr = 1, rst_n = 1, data =  46,  full = 0, empty = 0, data_out =   x               81400
Clk = 1, re_wr = 1, rst_n = 1, data =  47,  full = 0, empty = 0, data_out =   x               81450
Clk = 0, re_wr = 1, rst_n = 1, data =  47,  full = 0, empty = 0, data_out =   x               81500
Clk = 1, re_wr = 1, rst_n = 1, data =  48,  full = 0, empty = 0, data_out =   x               81550
Clk = 0, re_wr = 1, rst_n = 1, data =  48,  full = 0, empty = 0, data_out =   x               81600
Clk = 1, re_wr = 1, rst_n = 1, data =  49,  full = 0, empty = 0, data_out =   x               81650
Clk = 0, re_wr = 1, rst_n = 1, data =  49,  full = 0, empty = 0, data_out =   x               81700
Clk = 1, re_wr = 1, rst_n = 1, data =  50,  full = 0, empty = 0, data_out =   x               81750
Clk = 0, re_wr = 1, rst_n = 1, data =  50,  full = 0, empty = 0, data_out =   x               81800
Clk = 1, re_wr = 1, rst_n = 1, data =  51,  full = 0, empty = 0, data_out =   x               81850
Clk = 0, re_wr = 1, rst_n = 1, data =  51,  full = 0, empty = 0, data_out =   x               81900
Clk = 1, re_wr = 1, rst_n = 1, data =  52,  full = 0, empty = 0, data_out =   x               81950
Clk = 0, re_wr = 1, rst_n = 1, data =  52,  full = 0, empty = 0, data_out =   x               82000
Clk = 1, re_wr = 1, rst_n = 1, data =  53,  full = 0, empty = 0, data_out =   x               82050
Clk = 0, re_wr = 1, rst_n = 1, data =  53,  full = 0, empty = 0, data_out =   x               82100
Clk = 1, re_wr = 1, rst_n = 1, data =  54,  full = 0, empty = 0, data_out =   x               82150
Clk = 0, re_wr = 1, rst_n = 1, data =  54,  full = 0, empty = 0, data_out =   x               82200
Clk = 1, re_wr = 1, rst_n = 1, data =  55,  full = 0, empty = 0, data_out =   x               82250
Clk = 0, re_wr = 1, rst_n = 1, data =  55,  full = 0, empty = 0, data_out =   x               82300
Clk = 1, re_wr = 1, rst_n = 1, data =  56,  full = 0, empty = 0, data_out =   x               82350
Clk = 0, re_wr = 1, rst_n = 1, data =  56,  full = 0, empty = 0, data_out =   x               82400
Clk = 1, re_wr = 1, rst_n = 1, data =  57,  full = 0, empty = 0, data_out =   x               82450
Clk = 0, re_wr = 1, rst_n = 1, data =  57,  full = 0, empty = 0, data_out =   x               82500
Clk = 1, re_wr = 1, rst_n = 1, data =  58,  full = 0, empty = 0, data_out =   x               82550
Clk = 0, re_wr = 1, rst_n = 1, data =  58,  full = 0, empty = 0, data_out =   x               82600
Clk = 1, re_wr = 1, rst_n = 1, data =  59,  full = 0, empty = 0, data_out =   x               82650
Clk = 0, re_wr = 1, rst_n = 1, data =  59,  full = 0, empty = 0, data_out =   x               82700
Clk = 1, re_wr = 1, rst_n = 1, data =  60,  full = 0, empty = 0, data_out =   x               82750
Clk = 0, re_wr = 1, rst_n = 1, data =  60,  full = 0, empty = 0, data_out =   x               82800
Clk = 1, re_wr = 1, rst_n = 1, data =  61,  full = 0, empty = 0, data_out =   x               82850
Clk = 0, re_wr = 1, rst_n = 1, data =  61,  full = 0, empty = 0, data_out =   x               82900
Clk = 1, re_wr = 1, rst_n = 1, data =  62,  full = 0, empty = 0, data_out =   x               82950
Clk = 0, re_wr = 1, rst_n = 1, data =  62,  full = 0, empty = 0, data_out =   x               83000
Clk = 1, re_wr = 1, rst_n = 1, data =  63,  full = 0, empty = 0, data_out =   x               83050
Clk = 0, re_wr = 1, rst_n = 1, data =  63,  full = 0, empty = 0, data_out =   x               83100
Clk = 1, re_wr = 1, rst_n = 1, data =  64,  full = 0, empty = 0, data_out =   x               83150
Clk = 0, re_wr = 1, rst_n = 1, data =  64,  full = 0, empty = 0, data_out =   x               83200
Clk = 1, re_wr = 1, rst_n = 1, data =  65,  full = 0, empty = 0, data_out =   x               83250
Clk = 0, re_wr = 1, rst_n = 1, data =  65,  full = 0, empty = 0, data_out =   x               83300
Clk = 1, re_wr = 1, rst_n = 1, data =  66,  full = 0, empty = 0, data_out =   x               83350
Clk = 0, re_wr = 1, rst_n = 1, data =  66,  full = 0, empty = 0, data_out =   x               83400
Clk = 1, re_wr = 1, rst_n = 1, data =  67,  full = 0, empty = 0, data_out =   x               83450
Clk = 0, re_wr = 1, rst_n = 1, data =  67,  full = 0, empty = 0, data_out =   x               83500
Clk = 1, re_wr = 1, rst_n = 1, data =  68,  full = 0, empty = 0, data_out =   x               83550
Clk = 0, re_wr = 1, rst_n = 1, data =  68,  full = 0, empty = 0, data_out =   x               83600
Clk = 1, re_wr = 1, rst_n = 1, data =  69,  full = 0, empty = 0, data_out =   x               83650
Clk = 0, re_wr = 1, rst_n = 1, data =  69,  full = 0, empty = 0, data_out =   x               83700
Clk = 1, re_wr = 1, rst_n = 1, data =  70,  full = 0, empty = 0, data_out =   x               83750
